"","Year","Site","Specific.Type","General.Type","MeanCover","SE","Protection.Code","SSTA_Freq","SSTA_Freq_hist","TSA_Freq","TSA_Freq_hist","TSA_Freq_btw_surveys","Longitude","Latitude","Buffer","HII.Value"
"15",1997,"Bacalar_Chico","Ascidian","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"16",1997,"Bacalar_Chico","Bacterial.mat","Substrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"17",1997,"Bacalar_Chico","Bacterial.mat","Substrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"18",1997,"Bacalar_Chico","Bacterial.mat","Substrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"19",1997,"Bacalar_Chico","Bacterial.mat","Substrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"20",1997,"Bacalar_Chico","Bacterial.mat","Substrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"21",1997,"Bacalar_Chico","Barnacle","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"22",1997,"Bacalar_Chico","Barnacle","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"23",1997,"Bacalar_Chico","Barnacle","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"24",1997,"Bacalar_Chico","Barnacle","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"25",1997,"Bacalar_Chico","Barnacle","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"26",1997,"Bacalar_Chico","Bivalve","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"27",1997,"Bacalar_Chico","Bivalve","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"28",1997,"Bacalar_Chico","Bivalve","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"29",1997,"Bacalar_Chico","Bivalve","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"30",1997,"Bacalar_Chico","Bivalve","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"31",1997,"Bacalar_Chico","Bryozoa","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"32",1997,"Bacalar_Chico","Bryozoa","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"33",1997,"Bacalar_Chico","Bryozoa","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"34",1997,"Bacalar_Chico","Bryozoa","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"35",1997,"Bacalar_Chico","Bryozoa","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"36",1997,"Bacalar_Chico","Calcareous.algae","Calcareous.algae",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"37",1997,"Bacalar_Chico","Calcareous.algae","Calcareous.algae",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"38",1997,"Bacalar_Chico","Calcareous.algae","Calcareous.algae",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"39",1997,"Bacalar_Chico","Calcareous.algae","Calcareous.algae",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"40",1997,"Bacalar_Chico","Calcareous.algae","Calcareous.algae",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"41",1997,"Bacalar_Chico","CCA","CCA",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"42",1997,"Bacalar_Chico","CCA","CCA",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"43",1997,"Bacalar_Chico","CCA","CCA",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"44",1997,"Bacalar_Chico","CCA","CCA",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"45",1997,"Bacalar_Chico","CCA","CCA",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"46",1997,"Bacalar_Chico","Coraline","Substrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"47",1997,"Bacalar_Chico","Coraline","Substrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"48",1997,"Bacalar_Chico","Coraline","Substrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"49",1997,"Bacalar_Chico","Coraline","Substrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"50",1997,"Bacalar_Chico","Coraline","Substrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"51",1997,"Bacalar_Chico","Corallimorph","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"52",1997,"Bacalar_Chico","Corallimorph","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"53",1997,"Bacalar_Chico","Corallimorph","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"54",1997,"Bacalar_Chico","Corallimorph","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"55",1997,"Bacalar_Chico","Corallimorph","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"56",1997,"Bacalar_Chico","CTB","CTB",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"57",1997,"Bacalar_Chico","CTB","CTB",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"58",1997,"Bacalar_Chico","CTB","CTB",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"59",1997,"Bacalar_Chico","CTB","CTB",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"60",1997,"Bacalar_Chico","CTB","CTB",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"61",1997,"Bacalar_Chico","Dead","Dead",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"62",1997,"Bacalar_Chico","Dead","Dead",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"63",1997,"Bacalar_Chico","Dead","Dead",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"64",1997,"Bacalar_Chico","Dead","Dead",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"65",1997,"Bacalar_Chico","Dead","Dead",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"66",1997,"Bacalar_Chico","Equipment","Equipment",9.53333333333333,0.0647466160047026,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"67",1997,"Bacalar_Chico","Equipment","Equipment",9.53333333333333,0.0647466160047026,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"68",1997,"Bacalar_Chico","Equipment","Equipment",9.53333333333333,0.0647466160047026,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"69",1997,"Bacalar_Chico","Equipment","Equipment",9.53333333333333,0.0647466160047026,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"70",1997,"Bacalar_Chico","Equipment","Equipment",9.53333333333333,0.0647466160047026,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"71",1997,"Bacalar_Chico","Fish","Fish",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"72",1997,"Bacalar_Chico","Fish","Fish",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"73",1997,"Bacalar_Chico","Fish","Fish",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"74",1997,"Bacalar_Chico","Fish","Fish",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"75",1997,"Bacalar_Chico","Fish","Fish",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"76",1997,"Bacalar_Chico","Fleshy.macroalgae","Fleshy.macroalgae",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"77",1997,"Bacalar_Chico","Fleshy.macroalgae","Fleshy.macroalgae",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"78",1997,"Bacalar_Chico","Fleshy.macroalgae","Fleshy.macroalgae",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"79",1997,"Bacalar_Chico","Fleshy.macroalgae","Fleshy.macroalgae",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"80",1997,"Bacalar_Chico","Fleshy.macroalgae","Fleshy.macroalgae",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"81",1997,"Bacalar_Chico","Halimeda","Halimeda",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"82",1997,"Bacalar_Chico","Halimeda","Halimeda",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"83",1997,"Bacalar_Chico","Halimeda","Halimeda",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"84",1997,"Bacalar_Chico","Halimeda","Halimeda",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"85",1997,"Bacalar_Chico","Halimeda","Halimeda",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"86",1997,"Bacalar_Chico","Hard.coral","Coral",29.8,0.158681923656362,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"87",1997,"Bacalar_Chico","Hard.coral","Coral",29.8,0.158681923656362,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"88",1997,"Bacalar_Chico","Hard.coral","Coral",29.8,0.158681923656362,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"89",1997,"Bacalar_Chico","Hard.coral","Coral",29.8,0.158681923656362,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"90",1997,"Bacalar_Chico","Hard.coral","Coral",29.8,0.158681923656362,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"91",1997,"Bacalar_Chico","Hydroid","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"92",1997,"Bacalar_Chico","Hydroid","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"93",1997,"Bacalar_Chico","Hydroid","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"94",1997,"Bacalar_Chico","Hydroid","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"95",1997,"Bacalar_Chico","Hydroid","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"96",1997,"Bacalar_Chico","Macroalgae","Macroalgae",13.1333333333333,0.0971601209890353,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"97",1997,"Bacalar_Chico","Macroalgae","Macroalgae",13.1333333333333,0.0971601209890353,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"98",1997,"Bacalar_Chico","Macroalgae","Macroalgae",13.1333333333333,0.0971601209890353,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"99",1997,"Bacalar_Chico","Macroalgae","Macroalgae",13.1333333333333,0.0971601209890353,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"100",1997,"Bacalar_Chico","Macroalgae","Macroalgae",13.1333333333333,0.0971601209890353,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"101",1997,"Bacalar_Chico","N.c","N.c",3.66666666666667,0.0442710449396817,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"102",1997,"Bacalar_Chico","N.c","N.c",3.66666666666667,0.0442710449396817,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"103",1997,"Bacalar_Chico","N.c","N.c",3.66666666666667,0.0442710449396817,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"104",1997,"Bacalar_Chico","N.c","N.c",3.66666666666667,0.0442710449396817,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"105",1997,"Bacalar_Chico","N.c","N.c",3.66666666666667,0.0442710449396817,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"106",1997,"Bacalar_Chico","Nudibranch","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"107",1997,"Bacalar_Chico","Nudibranch","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"108",1997,"Bacalar_Chico","Nudibranch","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"109",1997,"Bacalar_Chico","Nudibranch","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"110",1997,"Bacalar_Chico","Nudibranch","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"111",1997,"Bacalar_Chico","Rubble","Rubble",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"112",1997,"Bacalar_Chico","Rubble","Rubble",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"113",1997,"Bacalar_Chico","Rubble","Rubble",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"114",1997,"Bacalar_Chico","Rubble","Rubble",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"115",1997,"Bacalar_Chico","Rubble","Rubble",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"116",1997,"Bacalar_Chico","Sand.sediment","Sand.sediment",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"117",1997,"Bacalar_Chico","Sand.sediment","Sand.sediment",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"118",1997,"Bacalar_Chico","Sand.sediment","Sand.sediment",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"119",1997,"Bacalar_Chico","Sand.sediment","Sand.sediment",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"120",1997,"Bacalar_Chico","Sand.sediment","Sand.sediment",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"121",1997,"Bacalar_Chico","Sea.cucumber","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"122",1997,"Bacalar_Chico","Sea.cucumber","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"123",1997,"Bacalar_Chico","Sea.cucumber","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"124",1997,"Bacalar_Chico","Sea.cucumber","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"125",1997,"Bacalar_Chico","Sea.cucumber","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"126",1997,"Bacalar_Chico","Soft.coral","Coral",4.46666666666667,0.0743931831744735,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"127",1997,"Bacalar_Chico","Soft.coral","Coral",4.46666666666667,0.0743931831744735,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"128",1997,"Bacalar_Chico","Soft.coral","Coral",4.46666666666667,0.0743931831744735,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"129",1997,"Bacalar_Chico","Soft.coral","Coral",4.46666666666667,0.0743931831744735,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"130",1997,"Bacalar_Chico","Soft.coral","Coral",4.46666666666667,0.0743931831744735,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"131",1997,"Bacalar_Chico","Sponge","Invertebrate",0.533333333333333,0.0170118751906025,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"132",1997,"Bacalar_Chico","Sponge","Invertebrate",0.533333333333333,0.0170118751906025,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"133",1997,"Bacalar_Chico","Sponge","Invertebrate",0.533333333333333,0.0170118751906025,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"134",1997,"Bacalar_Chico","Sponge","Invertebrate",0.533333333333333,0.0170118751906025,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"135",1997,"Bacalar_Chico","Sponge","Invertebrate",0.533333333333333,0.0170118751906025,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"136",1997,"Bacalar_Chico","Substrate","Substrate",38.8666666666667,0.160022518915674,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"137",1997,"Bacalar_Chico","Substrate","Substrate",38.8666666666667,0.160022518915674,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"138",1997,"Bacalar_Chico","Substrate","Substrate",38.8666666666667,0.160022518915674,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"139",1997,"Bacalar_Chico","Substrate","Substrate",38.8666666666667,0.160022518915674,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"140",1997,"Bacalar_Chico","Substrate","Substrate",38.8666666666667,0.160022518915674,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"141",1997,"Bacalar_Chico","Tunicate","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"142",1997,"Bacalar_Chico","Tunicate","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"143",1997,"Bacalar_Chico","Tunicate","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"144",1997,"Bacalar_Chico","Tunicate","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"145",1997,"Bacalar_Chico","Tunicate","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"146",1997,"Bacalar_Chico","Tunicate","Tunicate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"147",1997,"Bacalar_Chico","Tunicate","Tunicate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"148",1997,"Bacalar_Chico","Tunicate","Tunicate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"149",1997,"Bacalar_Chico","Tunicate","Tunicate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"150",1997,"Bacalar_Chico","Tunicate","Tunicate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"151",1997,"Bacalar_Chico","Unknown","Unknown",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"152",1997,"Bacalar_Chico","Unknown","Unknown",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"153",1997,"Bacalar_Chico","Unknown","Unknown",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"154",1997,"Bacalar_Chico","Unknown","Unknown",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"155",1997,"Bacalar_Chico","Unknown","Unknown",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"156",1997,"Bacalar_Chico","Water","Water",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"157",1997,"Bacalar_Chico","Water","Water",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"158",1997,"Bacalar_Chico","Water","Water",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"159",1997,"Bacalar_Chico","Water","Water",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"160",1997,"Bacalar_Chico","Water","Water",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"161",1997,"Bacalar_Chico","Zoanthid","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,100,265863
"162",1997,"Bacalar_Chico","Zoanthid","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,75,113113
"163",1997,"Bacalar_Chico","Zoanthid","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,50,36727
"164",1997,"Bacalar_Chico","Zoanthid","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,25,5817
"165",1997,"Bacalar_Chico","Zoanthid","Invertebrate",0,0,"FP",3,49,2,14,7,-87.82222,18.16282,10,1304
"166",1997,"Hol_Chan","Anemone","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,100,270893
"167",1997,"Hol_Chan","Anemone","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,75,118928
"168",1997,"Hol_Chan","Anemone","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,50,39311
"169",1997,"Hol_Chan","Anemone","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,25,2213
"170",1997,"Hol_Chan","Anemone","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,10,373
"171",1997,"Hol_Chan","Annelid","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,100,270893
"172",1997,"Hol_Chan","Annelid","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,75,118928
"173",1997,"Hol_Chan","Annelid","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,50,39311
"174",1997,"Hol_Chan","Annelid","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,25,2213
"175",1997,"Hol_Chan","Annelid","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,10,373
"176",1997,"Hol_Chan","Ascidian","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,100,270893
"177",1997,"Hol_Chan","Ascidian","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,75,118928
"178",1997,"Hol_Chan","Ascidian","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,50,39311
"179",1997,"Hol_Chan","Ascidian","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,25,2213
"180",1997,"Hol_Chan","Ascidian","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,10,373
"181",1997,"Hol_Chan","Bacterial.mat","Substrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,100,270893
"182",1997,"Hol_Chan","Bacterial.mat","Substrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,75,118928
"183",1997,"Hol_Chan","Bacterial.mat","Substrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,50,39311
"184",1997,"Hol_Chan","Bacterial.mat","Substrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,25,2213
"185",1997,"Hol_Chan","Bacterial.mat","Substrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,10,373
"186",1997,"Hol_Chan","Barnacle","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,100,270893
"187",1997,"Hol_Chan","Barnacle","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,75,118928
"188",1997,"Hol_Chan","Barnacle","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,50,39311
"189",1997,"Hol_Chan","Barnacle","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,25,2213
"190",1997,"Hol_Chan","Barnacle","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,10,373
"191",1997,"Hol_Chan","Bivalve","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,100,270893
"192",1997,"Hol_Chan","Bivalve","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,75,118928
"193",1997,"Hol_Chan","Bivalve","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,50,39311
"194",1997,"Hol_Chan","Bivalve","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,25,2213
"195",1997,"Hol_Chan","Bivalve","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,10,373
"196",1997,"Hol_Chan","Bryozoa","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,100,270893
"197",1997,"Hol_Chan","Bryozoa","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,75,118928
"198",1997,"Hol_Chan","Bryozoa","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,50,39311
"199",1997,"Hol_Chan","Bryozoa","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,25,2213
"200",1997,"Hol_Chan","Bryozoa","Invertebrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,10,373
"201",1997,"Hol_Chan","Calcareous.algae","Calcareous.algae",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,100,270893
"202",1997,"Hol_Chan","Calcareous.algae","Calcareous.algae",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,75,118928
"203",1997,"Hol_Chan","Calcareous.algae","Calcareous.algae",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,50,39311
"204",1997,"Hol_Chan","Calcareous.algae","Calcareous.algae",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,25,2213
"205",1997,"Hol_Chan","Calcareous.algae","Calcareous.algae",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,10,373
"206",1997,"Hol_Chan","CCA","CCA",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,100,270893
"207",1997,"Hol_Chan","CCA","CCA",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,75,118928
"208",1997,"Hol_Chan","CCA","CCA",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,50,39311
"209",1997,"Hol_Chan","CCA","CCA",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,25,2213
"210",1997,"Hol_Chan","CCA","CCA",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,10,373
"211",1997,"Hol_Chan","Coraline","Substrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,100,270893
"212",1997,"Hol_Chan","Coraline","Substrate",0,0,"FP",4,66,1,19,6,-87.97238,17.86343,75,118928
